Topic	Words	Frequency	Timestamp
151	kilo, kadugli, pounds, siege, dropped	2	2026-01-26 10:39:03.605504576
152	boat, drowned, taiba, transfers, 25	1	2026-01-26 10:39:03.605504576
153	bird, landed, carrier, incentive, discount	2	2026-01-26 10:39:03.605504576
154	karari, 2026, headlines, channel, february	6	2026-01-26 10:39:03.605504576
155	road, halfaya, roads, rabak, transparency	2	2026-01-26 10:39:03.605504576
161	workforce, professional, arrangement, satisfaction, positively	2	2026-01-26 10:39:03.605504576
163	partnership, dongola, convoy, blue, launches	2	2026-01-26 10:39:03.605504576
167	filing, approvals, recommended, lawsuit, recommendation	1	2026-01-26 10:39:03.605504576
168	chairman, sovereignty, newspaper, al, council	1	2026-01-26 10:39:03.605504576
170	heroes, conquest, blessed, god, courage	2	2026-01-26 10:39:03.605504576
176	scene, link, telegram, join, httpstmesdnewsnetwork	6	2026-01-26 10:39:03.605504576
177	nationality, hemedti, personality, visible, dominance	1	2026-01-26 10:39:03.605504576
178	bashirat, abuja, struggle, spokesman, movements	1	2026-01-26 10:39:03.605504576
180	reckless, road, adults, accumulated, newly	2	2026-01-26 10:39:03.605504576
182	lamamra, envoy, secretary, guterres, extensive	4	2026-01-26 10:39:03.605504576
184	telling, cairo, morning, called, area	1	2026-01-26 10:39:03.605504576
187	adjust, gave, extend, egyptian, years	2	2026-01-26 10:39:03.605504576
188	controversy, sparked, rejected, widespread, campaigns	1	2026-01-26 10:39:03.605504576
189	uganda, kampala, ugandan, refugees, flights	6	2026-01-26 10:39:03.605504576
190	whatsapp, channel, news, facebook, httpswwwfacebookcomprofilephpid61556457563338	2	2026-01-26 10:39:03.605504576
192	clip, grave, mother, later, search	2	2026-01-26 10:39:03.605504576
195	beautiful, meeting, khartoum, source, omdurman	1	2026-01-26 10:39:03.605504576
197	truce, mediation, burhan, uae, insisted	2	2026-01-26 10:39:03.605504576
198	karari, audio, reflect, study, inquiries	1	2026-01-26 10:39:03.605504576
199	2026, homeland, ad, february, news	4	2026-01-26 10:39:03.605504576
206	rent, pandemic, sheikh, duration, jurisprudence	2	2026-01-26 10:39:03.605504576
208	european, union, sanctions, action, impunity	2	2026-01-26 10:39:03.605504576
209	intelligence, service, professionalism, institutional, integrated	3	2026-01-26 10:39:03.605504576
210	pays, exceed, handed, devices, 26	1	2026-01-26 10:39:03.605504576
213	treat, patients, saqwl, needs, urgent	1	2026-01-26 10:39:03.605504576
221	professor, fatima, tayeb, rabak, economy	1	2026-01-26 10:39:03.605504576
224	sell, radio, waste, television, buildings	2	2026-01-26 10:39:03.605504576
228	strictly, supervising, tightening, dealing, networks	3	2026-01-26 10:39:03.605504576
229	remain, heroes, darfur, crying, widows	3	2026-01-26 10:39:03.605504576
230	protest, silence, interaction, suspicious, community	1	2026-01-26 10:39:03.605504576
232	barrier, lions, stood, heroes, aggressors	5	2026-01-26 10:39:03.605504576
234	tawila, massive, broke, town, displaced	6	2026-01-26 10:39:03.605504576
236	imagine, extent, crime, committed, hanging	1	2026-01-26 10:39:03.605504576
238	bride, sand, entrances, effectively, began	1	2026-01-26 10:39:03.605504576
239	anwar, ruler, kuwaiti, requests, dhabi	1	2026-01-26 10:39:03.605504576
241	driver, unhcr, driving, license, deadline	7	2026-01-26 10:39:03.605504576
243	detainees, deprivation, immediately, prisons, detention	3	2026-01-26 10:39:03.605504576
244	committed, crimes, ethnic, individuals, shortly	1	2026-01-26 10:39:03.605504576
247	luxurious, try, break, did, live	1	2026-01-26 10:39:03.605504576
249	mystery, kilo, claim, ends, federation	2	2026-01-26 10:39:03.605504576
250	zakat, racing, shadow, contain, expansion	2	2026-01-26 10:39:03.605504576
251	went, away, return, displacement, occupied	1	2026-01-26 10:39:03.605504576
252	mona, comments, denounces, reception, arko	2	2026-01-26 10:39:03.605504576
255	strongest, musa, hilal, statement, sudan	1	2026-01-26 10:39:03.605504576
256	shift, suit, sat, thought, umma	1	2026-01-26 10:39:03.605504576
263	builds, towers, getting, amer, dubai	2	2026-01-26 10:39:03.605504576
265	neighbors, harm, absent, refuge, distress	1	2026-01-26 10:39:03.605504576
267	silence, weapons, resolution, flow, regarding	3	2026-01-26 10:39:03.605504576
269	confusion, operational, reflects, withdrawal, attempts	1	2026-01-26 10:39:03.605504576
270	chadian, conflicting, notice, backdrop, repeated	1	2026-01-26 10:39:03.605504576
271	adre, trucks, board, cross, crossing	1	2026-01-26 10:39:03.605504576
273	hate, want, peoples, traitors, traitor	1	2026-01-26 10:39:03.605504576
279	planning, circle, dilemma, marginalization, roots	5	2026-01-26 10:39:03.605504576
284	karry, share, channel, httpstmekraray224466, telegram	11	2026-01-26 10:39:03.605504576
285	channel, karry, telegram, share, follow	1	2026-01-26 10:39:03.605504576
-1	al, eid, 2026, kurmuk, council	605	2026-02-25 16:50:31.954128416
0	rsf, kurmuk, splm, strikes, tribune	22	2026-02-25 16:50:31.954128416
1	education, exams, students, certificate, school	45	2026-02-25 16:50:31.954128416
2	million, verification, children, abyei, unicef	10	2026-02-25 16:50:31.954128416
3	olympic, sports, youth, team, qasim	14	2026-02-25 16:50:31.954128416
4	iranian, iran, missiles, uae, trump	23	2026-02-25 16:50:31.954128416
5	mars, spot, 76, chances, al	1	2026-02-25 16:50:31.954128416
6	ethiopian, ethiopia, benishangul, adjacent, kurmuk	12	2026-02-25 16:50:31.954128416
7	dengue, fever, cases, cholera, infected	21	2026-02-25 16:50:31.954128416
8	israel, israeli, palestinian, flights, lebanon	20	2026-02-25 16:50:31.954128416
9	marches, eid, site, strikes, dabba	4	2026-02-25 16:50:31.954128416
10	women, violence, gender, girls, sexual	21	2026-02-25 16:50:31.954128416
11	harvest, reassures, preparations, higher, production	5	2026-02-25 16:50:31.954128416
12	damage, steadily, ward, trauma, windows	6	2026-02-25 16:50:31.954128416
13	god, lord, worlds, oh, inflicted	15	2026-02-25 16:50:31.954128416
15	required, manager, degree, officer, protection	5	2026-02-25 16:50:31.954128416
16	decide, assembly, resolution, federation, elections	3	2026-02-25 16:50:31.954128416
17	baskets, distributes, distributing, meals, humanitarian	20	2026-02-25 16:50:31.954128416
18	flagrant, responsible, violation, accountable, civilians	5	2026-02-25 16:50:31.954128416
19	affairs, foreign, memorandums, visas, ambassador	6	2026-02-25 16:50:31.954128416
20	enhances, affects, polio, basket, egypt	2	2026-02-25 16:50:31.954128416
21	doctors, depression, network, extremely, anxiety	9	2026-02-25 16:50:31.954128416
22	battle, subject, supporters, trouble, fighters	2	2026-02-25 16:50:31.954128416
23	burhan, claim, leaks, chosen, colleague	5	2026-02-25 16:50:31.954128416
24	280, categories, beggars, successive, better	5	2026-02-25 16:50:31.954128416
25	chadian, tightened, refugees, covers, conjunction	1	2026-02-25 16:50:31.954128416
26	martyr, eid, kordofan, northern, nile	5	2026-02-25 16:50:31.954128416
27	spark, occupy, actual, nuba, indicate	2	2026-02-25 16:50:31.954128416
28	ethiopian, ethiopians, supposed, airspace, neighbors	2	2026-02-25 16:50:31.954128416
29	beggars, ice, sea, iftar, night	5	2026-02-25 16:50:31.954128416
31	flights, airlines, flight, aviation, plane	16	2026-02-25 16:50:31.954128416
32	passports, passport, visa, kenyan, immigration	12	2026-02-25 16:50:31.954128416
33	71, collaborators, cell, defendants, criminals	3	2026-02-25 16:50:31.954128416
34	arabian, occurs, suddenly, midst, imagine	2	2026-02-25 16:50:31.954128416
35	lay, truce, ceasefire, reconciliation, arms	3	2026-02-25 16:50:31.954128416
37	interesting, criticize, mention, lebanon, role	3	2026-02-25 16:50:31.954128416
38	2030, case, 2026, penalty, justice	4	2026-02-25 16:50:31.954128416
39	fees, voluntarily, imposed, voluntary, egypt	3	2026-02-25 16:50:31.954128416
40	shake, iron, smuggle, stores, challenge	3	2026-02-25 16:50:31.954128416
42	photo, rights, activist, kenyan, human	2	2026-02-25 16:50:31.954128416
43	trillion, stock, dollars, american, market	1	2026-02-25 16:50:31.954128416
45	unregistered, smuggled, seized, medicines, house	2	2026-02-25 16:50:31.954128416
46	dismantle, active, deporting, smuggling, operating	1	2026-02-25 16:50:31.954128416
47	delaying, exactly, short, controlling, reveal	3	2026-02-25 16:50:31.954128416
49	muslims, god, immoral, wishes, bless	6	2026-02-25 16:50:31.954128416
50	hamdan, follow, channel, musa, whatsapp	1	2026-02-25 16:50:31.954128416
51	electricity, restricting, restoring, merchants, energies	6	2026-02-25 16:50:31.954128416
52	reside, screens, severe, adequate, possessions	3	2026-02-25 16:50:31.954128416
53	gasoline, energy, 88, explanatory, clarifies	5	2026-02-25 16:50:31.954128416
54	invading, ice, rahad, hits, sudani	1	2026-02-25 16:50:31.954128416
55	adam, abdul, din, issa, abdullah	4	2026-02-25 16:50:31.954128416
56	signal, appears, starlink, pictures, phone	5	2026-02-25 16:50:31.954128416
57	2026, march, sunday, 15, ad	1	2026-02-25 16:50:31.954128416
58	tijani, employees, assumed, nizar, positions	1	2026-02-25 16:50:31.954128416
59	customs, passenger, goods, duties, merchants	6	2026-02-25 16:50:31.954128416
60	sabotaging, exhausted, 34, taxes, phenomenon	3	2026-02-25 16:50:31.954128416
62	columns, hamza, newspapers, headlines, al	1	2026-02-25 16:50:31.954128416
63	belongs, glory, pride, god, shake	3	2026-02-25 16:50:31.954128416
64	die, live, know, repeat, gulf	3	2026-02-25 16:50:31.954128416
65	vigilance, exist, appreciated, achievement, maintain	6	2026-02-25 16:50:31.954128416
66	sudani, storming, envoy, condemns, rest	1	2026-02-25 16:50:31.954128416
67	weather, moderate, facebook, temperatures, hot	3	2026-02-25 16:50:31.954128416
69	suna, agency, news, sudan, sama	1	2026-02-25 16:50:31.954128416
70	passports, requirements, orders, holders, validity	3	2026-02-25 16:50:31.954128416
71	journalists, media, journalist, opinion, conveying	3	2026-02-25 16:50:31.954128416
73	gets, game, loses, angry, rules	1	2026-02-25 16:50:31.954128416
74	little, swear, bad, dont, come	3	2026-02-25 16:50:31.954128416
75	maximize, accept, martyrs, god, speedy	1	2026-02-25 16:50:31.954128416
77	discounted, stop, island, decision, artist	2	2026-02-25 16:50:31.954128416
79	environmental, damaged, inventory, requirements, laboratory	7	2026-02-25 16:50:31.954128416
80	ansar, redemptionandawareness, structures, volunteers, files	2	2026-02-25 16:50:31.954128416
81	violators, 300, resulted, verification, file	3	2026-02-25 16:50:31.954128416
82	rent, pennies, man, told, picture	3	2026-02-25 16:50:31.954128416
83	qari, laboratories, hospitals, hospital, health	5	2026-02-25 16:50:31.954128416
84	victim, lawyer, marry, girl, penalty	4	2026-02-25 16:50:31.954128416
85	grow, sudani, al, affairs, newspaper	2	2026-02-25 16:50:31.954128416
87	workers, chasing, pounds, category, savings	3	2026-02-25 16:50:31.954128416
89	chose, weakness, temporary, silence, hours	1	2026-02-25 16:50:31.954128416
90	shifting, understood, responsibility, speech, war	1	2026-02-25 16:50:31.954128416
93	pharmaceutical, place, appoint, doctor, brother	3	2026-02-25 16:50:31.954128416
94	gas, energy, fuel, oil, economists	2	2026-02-25 16:50:31.954128416
95	discussing, cooperation, coordination, joint, kordofan	2	2026-02-25 16:50:31.954128416
96	badi, infantry, leadership, inspects, intelligence	2	2026-02-25 16:50:31.954128416
97	media, professionals, journalists, highlighting, greeting	4	2026-02-25 16:50:31.954128416
100	rank, feel, sister, gave, mobilized	2	2026-02-25 16:50:31.954128416
102	epic, trump, entity, officially, paid	2	2026-02-25 16:50:31.954128416
103	mahamid, born, ancient, 2000, birth	2	2026-02-25 16:50:31.954128416
105	mourn, hope, village, martyrs, prime	2	2026-02-25 16:50:31.954128416
106	prayers, eid, pilgrims, medina, caring	6	2026-02-25 16:50:31.954128416
107	secure, continuing, blue, logistical, badi	2	2026-02-25 16:50:31.954128416
108	contents, afflicted, expedite, rubble, drinking	1	2026-02-25 16:50:31.954128416
109	accusations, administrative, corruption, refugee, pursue	2	2026-02-25 16:50:31.954128416
110	missiles, bahrain, drones, missile, deals	4	2026-02-25 16:50:31.954128416
111	merowe, kidney, activities, medical, witnesses	5	2026-02-25 16:50:31.954128416
112	libyan, illegal, anti, immigrants, 36	1	2026-02-25 16:50:31.954128416
114	estimates, migration, temporary, permanent, host	1	2026-02-25 16:50:31.954128416
115	workers, labor, professional, lost, alternatives	4	2026-02-25 16:50:31.954128416
117	pennies, started, dirhams, complaining, plot	1	2026-02-25 16:50:31.954128416
119	guardians, righteous, glorious, forgiveness, mercy	1	2026-02-25 16:50:31.954128416
120	collection, illegal, programming, ramadan, sidelines	3	2026-02-25 16:50:31.954128416
122	segment, restart, facility, zones, partially	1	2026-02-25 16:50:31.954128416
123	daein, network, doctors, bara, attack	6	2026-02-25 16:50:31.954128416
124	chadian, tina, border, deployment, territory	5	2026-02-25 16:50:31.954128416
125	whatsapp, correspondent, channel, follow, httpstmesudannm	6	2026-02-25 16:50:31.954128416
129	neutral, handed, morale, celebration, supporters	2	2026-02-25 16:50:31.954128416
132	rsf, stronghold, raided, awakening, directions	1	2026-02-25 16:50:31.954128416
135	jobs, study, contains, interested, language	3	2026-02-25 16:50:31.954128416
136	blessings, win, god, strength, mercy	1	2026-02-25 16:50:31.954128416
137	weather, hot, temperatures, moderate, prevails	17	2026-02-25 16:50:31.954128416
139	insurance, diabetes, protocol, savings, health	5	2026-02-25 16:50:31.954128416
141	whereabouts, iftar, unknown, rejected, wants	2	2026-02-25 16:50:31.954128416
142	watan, dubai, transmission, darkness, 2025	1	2026-02-25 16:50:31.954128416
147	returnees, difficult, promoted, constitute, observers	3	2026-02-25 16:50:31.954128416
150	minerals, priority, ministries, industry, trade	4	2026-02-25 16:50:31.954128416
151	meat, economies, peak, declined, ramadan	1	2026-02-25 16:50:31.954128416
153	tax, ticket, temporarily, transportation, tariffs	1	2026-02-25 16:50:31.954128416
154	karari, 2026, channel, headlines, issued	8	2026-02-25 16:50:31.954128416
155	road, roads, asphalt, lighting, darkness	9	2026-02-25 16:50:31.954128416
160	roots, extends, historical, wars, manner	1	2026-02-25 16:50:31.954128416
163	bahri, eid, health, hajj, locality	5	2026-02-25 16:50:31.954128416
167	contracting, diagnostic, asphalt, pension, costs	2	2026-02-25 16:50:31.954128416
168	atta, yasser, newspaper, al, justice	2	2026-02-25 16:50:31.954128416
169	abandoned, allies, trump, alliance, interests	1	2026-02-25 16:50:31.954128416
172	brotherhood, muslim, relationship, conference, burhan	2	2026-02-25 16:50:31.954128416
173	appeared, tribune, sudan, scholarship, admission	1	2026-02-25 16:50:31.954128416
176	scene, link, telegram, join, httpstmesdnewsnetwork	4	2026-02-25 16:50:31.954128416
178	pride, burhan, let, nation, dignity	2	2026-02-25 16:50:31.954128416
183	careful, income, worker, clothing, store	3	2026-02-25 16:50:31.954128416
185	zone, industrial, obeid, condemns, bombing	2	2026-02-25 16:50:31.954128416
186	atta, exception, integration, lieutenant, witness	4	2026-02-25 16:50:31.954128416
188	leaks, technologies, specialists, analysis, digital	2	2026-02-25 16:50:31.954128416
189	uganda, kampala, refugees, voluntary, return	11	2026-02-25 16:50:31.954128416
191	logical, credible, narrative, phrase, consolidating	2	2026-02-25 16:50:31.954128416
192	amna, intensified, changed, features, holy	1	2026-02-25 16:50:31.954128416
197	uae, involvement, bin, ambitions, zayed	4	2026-02-25 16:50:31.954128416
199	2026, homeland, march, ad, news	17	2026-02-25 16:50:31.954128416
201	dams, dam, renaissance, construction, egypt	2	2026-02-25 16:50:31.954128416
206	introduction, recognized, uses, trading, view	2	2026-02-25 16:50:31.954128416
207	karama, notification, prepares, 7000, thanks	2	2026-02-25 16:50:31.954128416
208	primarily, sanctions, treasury, promoting, levels	1	2026-02-25 16:50:31.954128416
210	digital, transformation, expansion, communications, technologies	6	2026-02-25 16:50:31.954128416
222	oman, dubai, tourism, flights, departure	5	2026-02-25 16:50:31.954128416
223	guardians, righteous, glorious, forgiveness, mercy	1	2026-02-25 16:50:31.954128416
